"","Year","State","TotalVotes","Candidate1Votes","Candidate1%","Candidate1EV","Candidate2Votes","Candidate2%","Candidate2EV","Candidate3Votes","Candidate3%","Candidate3EV","Candidate4Votes","Candidate4%","Candidate4EV"
"3413",1904,"Ohio","1,004,395","600,095","59.7","23","344,674","34.3","Â",NA,NA,NA,NA,NA,NA
"3512",1904,"Oregon","89,656","60,309","67.3","4","17,327","19.3","Â",NA,NA,NA,NA,NA,NA
"3610",1904,"Pennsylvania","1,236,738","840,949","68.0","34","337,998","27.3","Â",NA,NA,NA,NA,NA,NA
"3710",1904,"Rhode Island","68,656","41,605","60.6","4","24,839","36.2","Â",NA,NA,NA,NA,NA,NA
"389",1904,"South Carolina","55,890","2,570","4.6","Â","53,320","95.4","9",NA,NA,NA,NA,NA,NA
"399",1904,"South Dakota","101,395","72,083","71.1","4","21,969","21.7","Â",NA,NA,NA,NA,NA,NA
"408",1904,"Tennessee","242,750","105,363","43.4","Â","131,653","54.2","12",NA,NA,NA,NA,NA,NA
"4114",1904,"Texas","233,609","51,307","22.0","Â","167,088","71.5","18",NA,NA,NA,NA,NA,NA
"4211",1904,"Utah","101,626","62,446","61.4","3","33,413","32.9","Â",NA,NA,NA,NA,NA,NA
"436",1904,"Vermont","51,888","40,459","78.0","4","9,777","18.8","Â",NA,NA,NA,NA,NA,NA
"444",1904,"Virginia","130,410","48,180","36.9","Â","80,649","61.8","12",NA,NA,NA,NA,NA,NA
"454",1904,"Washington","145,151","101,540","70.0","5","28,098","19.4","Â",NA,NA,NA,NA,NA,NA
"464",1904,"West Virginia","239,986","132,620","55.3","7","100,855","42.0","Â",NA,NA,NA,NA,NA,NA
"474",1904,"Wisconsin","443,440","280,314","63.2","13","124,205","28.0","Â",NA,NA,NA,NA,NA,NA
"484",1904,"Wyoming","30,614","20,489","66.9","3","8,930","29.2","Â",NA,NA,NA,NA,NA,NA
"493",1904,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",1908,"Alabama","105,152","25,561","24.3","Â","74,391","70.7","11",NA,NA,NA,NA,NA,NA
"521",1908,"Arkansas","151,845","56,684","37.3","Â","87,020","57.3","9",NA,NA,NA,NA,NA,NA
"621",1908,"California","386,625","214,398","55.5","10","127,492","33.0","Â",NA,NA,NA,NA,NA,NA
"721",1908,"Colorado","263,858","123,693","46.9","Â","126,644","48.0","5",NA,NA,NA,NA,NA,NA
"821",1908,"Connecticut","189,903","112,815","59.4","7","68,255","35.9","Â",NA,NA,NA,NA,NA,NA
"921",1908,"Delaware","48,007","25,014","52.1","3","22,055","45.9","Â",NA,NA,NA,NA,NA,NA
"1021",1908,"Florida","49,360","10,654","21.6","Â","31,104","63.0","5",NA,NA,NA,NA,NA,NA
"1121",1908,"Georgia","132,794","41,692","31.4","Â","72,413","54.5","13",NA,NA,NA,NA,NA,NA
"1221",1908,"Idaho","97,293","52,621","54.1","3","36,162","37.2","Â",NA,NA,NA,NA,NA,NA
"1321",1908,"Illinois","1,155,254","629,932","54.5","27","450,810","39.0","Â",NA,NA,NA,NA,NA,NA
"1421",1908,"Indiana","721,117","348,993","48.4","15","338,262","46.9","Â",NA,NA,NA,NA,NA,NA
"1521",1908,"Iowa","494,770","275,210","55.6","13","200,771","40.6","Â",NA,NA,NA,NA,NA,NA
"1621",1908,"Kansas","376,043","197,316","52.5","10","161,209","42.9","Â",NA,NA,NA,NA,NA,NA
"1721",1908,"Kentucky","490,719","235,711","48.0","Â","244,092","49.7","13",NA,NA,NA,NA,NA,NA
"1821",1908,"Louisiana","75,117","8,958","11.9","Â","63,568","84.6","9",NA,NA,NA,NA,NA,NA
"1921",1908,"Maine","106,335","66,987","63.0","6","35,403","33.3","Â",NA,NA,NA,NA,NA,NA
"2021",1908,"Maryland","238,531","116,513","48.8","2","115,908","48.6","6",NA,NA,NA,NA,NA,NA
"2121",1908,"Massachusetts","456,905","265,966","58.2","16","155,533","34.0","Â",NA,NA,NA,NA,NA,NA
"2221",1908,"Michigan","538,124","333,313","61.9","14","174,619","32.4","Â",NA,NA,NA,NA,NA,NA
"2321",1908,"Minnesota","331,328","195,846","59.1","11","109,411","33.0","Â",NA,NA,NA,NA,NA,NA
"2421",1908,"Mississippi","66,904","4,363","6.5","Â","60,287","90.1","10",NA,NA,NA,NA,NA,NA
"2521",1908,"Missouri","715,841","347,203","48.5","18","346,574","48.4","Â",NA,NA,NA,NA,NA,NA
"2621",1908,"Montana","69,233","32,471","46.9","3","29,511","42.6","Â",NA,NA,NA,NA,NA,NA
"2721",1908,"Nebraska","266,799","126,997","47.6","Â","131,099","49.1","8",NA,NA,NA,NA,NA,NA
"2820",1908,"Nevada","24,526","10,775","43.9","Â","11,212","45.7","3",NA,NA,NA,NA,NA,NA
"2920",1908,"New Hampshire","89,595","53,144","59.3","4","33,655","37.6","Â",NA,NA,NA,NA,NA,NA
"3017",1908,"New Jersey","467,111","265,298","56.8","12","182,522","39.1","Â",NA,NA,NA,NA,NA,NA
"3116",1908,"New York","1,638,350","870,070","53.1","39","667,468","40.7","Â",NA,NA,NA,NA,NA,NA
"3214",1908,"North Carolina","252,554","114,887","45.5","Â","136,928","54.2","12",NA,NA,NA,NA,NA,NA
"3314",1908,"North Dakota","94,524","57,680","61.0","4","32,884","34.8","Â",NA,NA,NA,NA,NA,NA
"3414",1908,"Ohio","1,121,552","572,312","51.0","23","502,721","44.8","Â",NA,NA,NA,NA,NA,NA
"3513",1908,"Oklahoma","254,260","110,473","43.4","Â","122,362","48.1","7",NA,NA,NA,NA,NA,NA
"3611",1908,"Oregon","110,539","62,454","56.5","4","37,792","34.2","Â",NA,NA,NA,NA,NA,NA
"3711",1908,"Pennsylvania","1,267,450","745,779","58.8","34","448,782","35.4","Â",NA,NA,NA,NA,NA,NA
"3810",1908,"Rhode Island","72,317","43,942","60.8","4","24,706","34.2","Â",NA,NA,NA,NA,NA,NA
"3910",1908,"South Carolina","66,379","3,945","5.9","Â","62,288","93.8","9",NA,NA,NA,NA,NA,NA
"409",1908,"South Dakota","114,775","67,536","58.8","4","40,266","35.1","Â",NA,NA,NA,NA,NA,NA
"4115",1908,"Tennessee","257,180","117,977","45.9","Â","135,608","52.7","12",NA,NA,NA,NA,NA,NA
"4212",1908,"Texas","292,913","65,605","22.4","Â","216,662","74.0","18",NA,NA,NA,NA,NA,NA
"438",1908,"Utah","108,757","61,165","56.2","3","42,610","39.2","Â",NA,NA,NA,NA,NA,NA
"445",1908,"Vermont","52,680","39,552","75.1","4","11,496","21.8","Â",NA,NA,NA,NA,NA,NA
"455",1908,"Virginia","137,065","52,572","38.4","Â","82,946","60.5","12",NA,NA,NA,NA,NA,NA
"465",1908,"Washington","183,570","106,062","57.8","5","58,383","31.8","Â",NA,NA,NA,NA,NA,NA
"475",1908,"West Virginia","258,098","137,869","53.4","7","111,410","43.2","Â",NA,NA,NA,NA,NA,NA
"485",1908,"Wisconsin","454,438","247,744","54.5","13","166,662","36.7","Â",NA,NA,NA,NA,NA,NA
"494",1908,"Wyoming","37,608","20,846","55.4","3","14,918","39.7","Â",NA,NA,NA,NA,NA,NA
"501",1908,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",1912,"Alabama","117,959","82,438","69.9","12","22,680","19.2","Â","9,807","8.3","Â","3,029","2.6","Â"
"522",1912,"Arizona","23,687","10,324","43.6","3","6,949","29.3","Â","2,986","12.6","Â","3,163","13.4","Â"
"622",1912,"Arkansas","125,104","68,814","55.0","9","21,644","17.3","Â","25,585","20.5","Â","8,153","6.5","Â"
"722",1912,"California","677,877","283,436","41.8","2","283,610","41.8","11","3,847","0.6","Â","79,201","11.7","Â"
"822",1912,"Colorado","265,954","113,912","42.8","6","71,752","27.0","Â","58,386","22.0","Â","16,366","6.2","Â"
"922",1912,"Connecticut","190,404","74,561","39.2","7","34,129","17.9","Â","68,324","35.9","Â","10,056","5.3","Â"
"1022",1912,"Delaware","48,690","22,631","46.5","3","8,886","18.3","Â","15,997","32.9","Â","556","1.1","Â"
"1122",1912,"Florida","51,911","36,417","70.2","6","4,555","8.8","Â","4,279","8.2","Â","4,806","9.3","Â"
"1222",1912,"Georgia","121,470","93,087","76.6","14","21,985","18.1","Â","5,191","4.3","Â","1,058","0.9","Â"
"1322",1912,"Idaho","105,754","33,921","32.1","4","25,527","24.1","Â","32,810","31.0","Â","11,960","11.3","Â"
"1422",1912,"Illinois","1,146,173","405,048","35.3","29","386,478","33.7","Â","253,593","22.1","Â","81,278","7.1","Â"
"1522",1912,"Indiana","654,474","281,890","43.1","15","162,007","24.8","Â","151,267","23.1","Â","36,931","5.6","Â"
"1622",1912,"Iowa","492,353","185,322","37.6","13","161,819","32.9","Â","119,805","24.3","Â","16,967","3.4","Â"
"1722",1912,"Kansas","365,560","143,663","39.3","10","120,210","32.9","Â","74,845","20.5","Â","26,779","7.3","Â"
"1822",1912,"Kentucky","453,707","219,585","48.4","13","102,766","22.7","Â","115,520","25.5","Â","11,647","2.6","Â"
"1922",1912,"Louisiana","79,248","60,871","76.8","10","9,283","11.7","Â","3,833","4.8","Â","5,261","6.6","Â"
"2022",1912,"Maine","129,641","51,113","39.4","6","48,495","37.4","Â","26,545","20.5","Â","2,541","2.0","Â"
"2122",1912,"Maryland","231,981","112,674","48.6","8","57,789","24.9","Â","54,956","23.7","Â","3,996","1.7","Â"
"2222",1912,"Massachusetts","488,056","173,408","35.5","18","142,228","29.1","Â","155,948","32.0","Â","12,616","2.6","Â"
"2322",1912,"Michigan","547,971","150,201","27.4","Â","213,243","38.9","15","151,434","27.6","Â","23,060","4.2","Â"
"2422",1912,"Minnesota","334,219","106,426","31.8","Â","125,856","37.7","12","64,334","19.2","Â","27,505","8.2","Â"
"2522",1912,"Mississippi","64,483","57,324","88.9","10","3,549","5.5","Â","1,560","2.4","Â","2,050","3.2","Â"
"2622",1912,"Missouri","698,566","330,746","47.3","18","124,375","17.8","Â","207,821","29.7","Â","28,466","4.1","Â"
"2722",1912,"Montana","80,256","28,129","35.0","4","22,709","28.3","Â","18,575","23.1","Â","10,811","13.5","Â"
"2821",1912,"Nebraska","249,483","109,008","43.7","8","72,681","29.1","Â","54,226","21.7","Â","10,185","4.1","Â"
"2921",1912,"Nevada","20,115","7,986","39.7","3","5,620","27.9","Â","3,196","15.9","Â","3,313","16.5","Â"
"3018",1912,"New Hampshire","87,961","34,724","39.5","4","17,794","20.2","Â","32,927","37.4","Â","1,981","2.3","Â"
"3117",1912,"New Jersey","433,663","178,638","41.2","14","145,679","33.6","Â","89,066","20.5","Â","15,948","3.7","Â"
"3215",1912,"New Mexico","48,807","20,437","41.9","3","8,347","17.1","Â","17,164","35.2","Â","2,859","5.9","Â"
"3315",1912,"New York","1,588,315","655,573","41.3","45","390,093","24.6","Â","455,487","28.7","Â","63,434","4.0","Â"
"3415",1912,"North Carolina","243,776","144,407","59.2","12","69,135","28.4","Â","29,129","11.9","Â","987","0.4","Â"
"3514",1912,"North Dakota","86,474","29,549","34.2","5","25,726","29.7","Â","22,990","26.6","Â","6,966","8.1","Â"
"3612",1912,"Ohio","1,037,114","424,834","41.0","24","229,807","22.2","Â","278,168","26.8","Â","90,164","8.7","Â"
"3712",1912,"Oklahoma","253,694","119,143","47.0","10","--","0.0","Â","90,726","35.8","Â","41,630","16.4","Â"
"3811",1912,"Oregon","137,040","47,064","34.3","5","37,600","27.4","Â","34,673","25.3","Â","13,343","9.7","Â"
"3911",1912,"Pennsylvania","1,217,736","395,637","32.5","Â","444,894","36.5","38","273,360","22.4","Â","83,614","6.9","Â"
"4010",1912,"Rhode Island","77,894","30,412","39.0","5","16,878","21.7","Â","27,703","35.6","Â","2,049","2.6","Â"
"4116",1912,"South Carolina","50,403","48,355","95.9","9","1,293","2.6","Â","536","1.1","Â","164","0.3","Â"
"4213",1912,"South Dakota","116,327","48,942","42.1","Â","58,811","50.6","5","--","0.0","Â","4,664","4.0","Â"
"4310",1912,"Tennessee","251,933","133,021","52.8","12","54,041","21.5","Â","60,475","24.0","Â","3,564","1.4","Â"
"446",1912,"Texas","300,961","218,921","72.7","20","26,715","8.9","Â","28,310","9.4","Â","24,884","8.3","Â"
"456",1912,"Utah","112,272","36,576","32.6","Â","24,174","21.5","Â","42,013","37.4","4","8,999","8.0","Â"
"466",1912,"Vermont","62,804","15,350","24.4","Â","22,129","35.2","Â","23,303","37.1","4","928","1.5","Â"
"476",1912,"Virginia","136,975","90,332","65.9","12","21,776","15.9","Â","23,288","17.0","Â","820","0.6","Â"
"486",1912,"Washington","322,799","86,840","26.9","Â","113,698","35.2","7","70,445","21.8","Â","40,134","12.4","Â"
"495",1912,"West Virginia","268,728","113,097","42.1","8","79,112","29.4","Â","56,754","21.1","Â","15,248","5.7","Â"
"502",1912,"Wisconsin","399,975","164,230","41.1","13","62,448","15.6","Â","130,596","32.7","Â","33,476","8.4","Â"
"5110",1912,"Wyoming","42,283","15,310","36.2","3","9,232","21.8","Â","14,560","34.4","Â","2,760","6.5","Â"
"523",1912,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",1916,"Alabama","131,142","99,409","75.6","12","28,809","21.9","Â",NA,NA,NA,NA,NA,NA
"524",1916,"Arizona","58,019","33,170","57.2","3","20,522","35.4","Â",NA,NA,NA,NA,NA,NA
"623",1916,"Arkansas","168,348","112,186","66.6","9","47,148","28.0","Â",NA,NA,NA,NA,NA,NA
"723",1916,"California","999,250","465,936","46.6","13","462,516","46.3","Â",NA,NA,NA,NA,NA,NA
"823",1916,"Colorado","294,375","178,816","60.5","6","102,308","34.8","Â",NA,NA,NA,NA,NA,NA
"923",1916,"Connecticut","213,874","99,786","46.7","Â","106,514","49.8","7",NA,NA,NA,NA,NA,NA
"1023",1916,"Delaware","51,810","24,753","47.8","Â","26,011","50.2","3",NA,NA,NA,NA,NA,NA
"1123",1916,"Florida","80,734","55,984","69.3","6","14,611","18.1","Â",NA,NA,NA,NA,NA,NA
"1223",1916,"Georgia","158,690","125,845","79.3","14","11,225","7.1","Â",NA,NA,NA,NA,NA,NA
"1323",1916,"Idaho","134,615","70,054","52.0","4","55,368","41.1","Â",NA,NA,NA,NA,NA,NA
"1423",1916,"Illinois","2,192,707","950,229","43.3","Â","1,152,549","52.6","29",NA,NA,NA,NA,NA,NA
"1523",1916,"Indiana","718,853","334,063","46.5","Â","341,005","47.4","15",NA,NA,NA,NA,NA,NA
"1623",1916,"Iowa","518,738","221,699","42.7","Â","280,439","54.1","13",NA,NA,NA,NA,NA,NA
"1723",1916,"Kansas","629,813","314,588","49.9","10","277,658","44.1","Â",NA,NA,NA,NA,NA,NA
"1823",1916,"Kentucky","520,078","269,990","51.9","13","241,854","46.5","Â",NA,NA,NA,NA,NA,NA
"1923",1916,"Louisiana","92,974","79,875","85.9","10","6,466","7.0","Â",NA,NA,NA,NA,NA,NA
"2023",1916,"Maine","136,314","64,033","47.0","Â","69,508","51.0","6",NA,NA,NA,NA,NA,NA
"2123",1916,"Maryland","262,039","138,359","52.8","8","117,347","44.8","Â",NA,NA,NA,NA,NA,NA
"2223",1916,"Massachusetts","531,822","247,885","46.6","Â","268,784","50.5","18",NA,NA,NA,NA,NA,NA
"2323",1916,"Michigan","646,873","283,993","43.9","Â","337,952","52.2","15",NA,NA,NA,NA,NA,NA
"2423",1916,"Minnesota","387,367","179,155","46.2","Â","179,544","46.3","12",NA,NA,NA,NA,NA,NA
"2523",1916,"Mississippi","86,679","80,422","92.8","10","4,253","4.9","Â",NA,NA,NA,NA,NA,NA
"2623",1916,"Missouri","786,773","398,032","50.6","18","369,339","46.9","Â",NA,NA,NA,NA,NA,NA
"2723",1916,"Montana","178,009","101,104","56.8","4","66,933","37.6","Â",NA,NA,NA,NA,NA,NA
"2822",1916,"Nebraska","287,315","158,827","55.3","8","117,771","41.0","Â",NA,NA,NA,NA,NA,NA
"2922",1916,"Nevada","33,314","17,776","53.4","3","12,127","36.4","Â",NA,NA,NA,NA,NA,NA
"3019",1916,"New Hampshire","89,127","43,781","49.1","4","43,725","49.1","Â",NA,NA,NA,NA,NA,NA
"3118",1916,"New Jersey","494,442","211,018","42.7","Â","268,982","54.4","14",NA,NA,NA,NA,NA,NA
"3216",1916,"New Mexico","66,879","33,693","50.4","3","31,097","46.5","Â",NA,NA,NA,NA,NA,NA
"3316",1916,"New York","1,706,305","759,426","44.5","Â","879,238","51.5","45",NA,NA,NA,NA,NA,NA
"3416",1916,"North Carolina","289,837","168,383","58.1","12","120,890","41.7","Â",NA,NA,NA,NA,NA,NA
"3515",1916,"North Dakota","115,390","55,206","47.8","5","53,471","46.3","Â",NA,NA,NA,NA,NA,NA
"3613",1916,"Ohio","1,165,091","604,161","51.9","24","514,753","44.2","Â",NA,NA,NA,NA,NA,NA
"3713",1916,"Oklahoma","292,327","148,123","50.7","10","97,233","33.3","Â",NA,NA,NA,NA,NA,NA
"3812",1916,"Oregon","261,650","120,087","45.9","Â","126,813","48.5","5",NA,NA,NA,NA,NA,NA
"3912",1916,"Pennsylvania","1,297,189","521,784","40.2","Â","703,823","54.3","38",NA,NA,NA,NA,NA,NA
"4011",1916,"Rhode Island","87,816","40,394","46.0","Â","44,858","51.1","5",NA,NA,NA,NA,NA,NA
"4117",1916,"South Carolina","63,950","61,845","96.7","9","1,550","2.4","Â",NA,NA,NA,NA,NA,NA
"4214",1916,"South Dakota","128,942","59,191","45.9","Â","64,217","49.8","5",NA,NA,NA,NA,NA,NA
"4311",1916,"Tennessee","272,190","153,280","56.3","12","116,223","42.7","Â",NA,NA,NA,NA,NA,NA
"447",1916,"Texas","372,467","286,514","76.9","20","64,999","17.5","Â",NA,NA,NA,NA,NA,NA
"457",1916,"Utah","143,145","84,145","58.8","4","54,137","37.8","Â",NA,NA,NA,NA,NA,NA
"467",1916,"Vermont","64,475","22,708","35.2","Â","40,250","62.4","4",NA,NA,NA,NA,NA,NA
"477",1916,"Virginia","153,993","102,825","66.8","12","49,358","32.1","Â",NA,NA,NA,NA,NA,NA
"487",1916,"Washington","380,994","183,388","48.1","7","167,208","43.9","Â",NA,NA,NA,NA,NA,NA
"496",1916,"West Virginia","289,671","140,403","48.5","1","143,124","49.4","7",NA,NA,NA,NA,NA,NA
"503",1916,"Wisconsin","447,134","191,363","42.8","Â","220,822","49.4","13",NA,NA,NA,NA,NA,NA
"5111",1916,"Wyoming","51,906","28,376","54.7","3","21,698","41.8","Â",NA,NA,NA,NA,NA,NA
"525",1916,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",1920,"Alabama","233,951","74,719","31.9","Â","156,064","66.7","12",NA,NA,NA,NA,NA,NA
"526",1920,"Arizona","66,803","37,016","55.4","3","29,546","44.2","Â",NA,NA,NA,NA,NA,NA
"624",1920,"Arkansas","183,637","71,117","38.7","Â","107,409","58.5","9",NA,NA,NA,NA,NA,NA
"724",1920,"California","943,463","624,992","66.2","13","229,191","24.3","Â",NA,NA,NA,NA,NA,NA
"824",1920,"Colorado","292,053","173,248","59.3","6","104,936","35.9","Â",NA,NA,NA,NA,NA,NA
"924",1920,"Connecticut","365,518","229,238","62.7","7","120,721","33.0","Â",NA,NA,NA,NA,NA,NA
"1024",1920,"Delaware","94,875","52,858","55.7","3","39,911","42.1","Â",NA,NA,NA,NA,NA,NA
"1124",1920,"Florida","145,684","44,853","30.8","Â","90,515","62.1","6",NA,NA,NA,NA,NA,NA
"1224",1920,"Georgia","149,558","42,981","28.7","Â","106,112","71.0","14",NA,NA,NA,NA,NA,NA
"1324",1920,"Idaho","138,359","91,351","66.0","4","46,930","33.9","Â",NA,NA,NA,NA,NA,NA
"1424",1920,"Illinois","2,094,714","1,420,480","67.8","29","534,395","25.5","Â",NA,NA,NA,NA,NA,NA
"1524",1920,"Indiana","1,262,974","696,370","55.1","15","511,364","40.5","Â",NA,NA,NA,NA,NA,NA
"1624",1920,"Iowa","894,959","634,674","70.9","13","227,804","25.5","Â",NA,NA,NA,NA,NA,NA
"1724",1920,"Kansas","570,243","369,268","64.8","10","185,464","32.5","Â",NA,NA,NA,NA,NA,NA
"1824",1920,"Kentucky","918,636","452,480","49.3","Â","456,497","49.7","13",NA,NA,NA,NA,NA,NA
"1924",1920,"Louisiana","126,397","38,539","30.5","Â","87,519","69.2","10",NA,NA,NA,NA,NA,NA
"2024",1920,"Maine","197,840","136,355","68.9","6","58,961","29.8","Â",NA,NA,NA,NA,NA,NA
"2124",1920,"Maryland","428,443","236,117","55.1","8","180,626","42.2","Â",NA,NA,NA,NA,NA,NA
"2224",1920,"Massachusetts","993,718","681,153","68.5","18","276,691","27.8","Â",NA,NA,NA,NA,NA,NA
"2324",1920,"Michigan","1,048,411","762,865","72.8","15","233,450","22.3","Â",NA,NA,NA,NA,NA,NA
"2424",1920,"Minnesota","735,838","519,421","70.6","12","142,994","19.4","Â",NA,NA,NA,NA,NA,NA
"2524",1920,"Mississippi","82,351","11,576","14.1","Â","69,136","84.0","10",NA,NA,NA,NA,NA,NA
"2624",1920,"Missouri","1,332,140","727,252","54.6","18","574,699","43.1","Â",NA,NA,NA,NA,NA,NA
"2724",1920,"Montana","179,006","109,430","61.1","4","57,372","32.1","Â",NA,NA,NA,NA,NA,NA
"2823",1920,"Nebraska","382,743","247,498","64.7","8","119,608","31.3","Â",NA,NA,NA,NA,NA,NA
"2923",1920,"Nevada","27,194","15,479","56.9","3","9,851","36.2","Â",NA,NA,NA,NA,NA,NA
"3020",1920,"New Hampshire","159,092","95,196","59.8","4","62,662","39.4","Â",NA,NA,NA,NA,NA,NA
"3119",1920,"New Jersey","910,251","615,333","67.6","14","258,761","28.4","Â",NA,NA,NA,NA,NA,NA
"3217",1920,"New Mexico","105,412","57,634","54.7","3","46,668","44.3","Â",NA,NA,NA,NA,NA,NA
"3317",1920,"New York","2,898,513","1,871,167","64.6","45","781,238","27.0","Â",NA,NA,NA,NA,NA,NA
"3417",1920,"North Carolina","538,649","232,819","43.2","Â","305,367","56.7","12",NA,NA,NA,NA,NA,NA
"3516",1920,"North Dakota","205,786","160,082","77.8","5","37,422","18.2","Â",NA,NA,NA,NA,NA,NA
"3614",1920,"Ohio","2,021,653","1,182,022","58.5","24","780,037","38.6","Â",NA,NA,NA,NA,NA,NA
"3714",1920,"Oklahoma","485,678","243,840","50.2","10","216,122","44.5","Â",NA,NA,NA,NA,NA,NA
"3813",1920,"Oregon","238,522","143,592","60.2","5","80,019","33.5","Â",NA,NA,NA,NA,NA,NA
"3913",1920,"Pennsylvania","1,851,248","1,218,215","65.8","38","503,202","27.2","Â",NA,NA,NA,NA,NA,NA
"4012",1920,"Rhode Island","167,981","107,463","64.0","5","55,062","32.8","Â",NA,NA,NA,NA,NA,NA
"4118",1920,"South Carolina","66,808","2,610","3.9","Â","64,170","96.1","9",NA,NA,NA,NA,NA,NA
"4215",1920,"South Dakota","182,237","110,692","60.7","5","35,938","19.7","Â",NA,NA,NA,NA,NA,NA
"4312",1920,"Tennessee","428,036","219,229","51.2","12","206,558","48.3","Â",NA,NA,NA,NA,NA,NA
"449",1920,"Texas","486,109","114,658","23.6","Â","287,920","59.2","20",NA,NA,NA,NA,NA,NA
"458",1920,"Utah","145,828","81,555","55.9","4","56,639","38.8","Â",NA,NA,NA,NA,NA,NA
"468",1920,"Vermont","89,961","68,212","75.8","4","20,919","23.3","Â",NA,NA,NA,NA,NA,NA
"478",1920,"Virginia","231,000","87,456","37.9","Â","141,670","61.3","12",NA,NA,NA,NA,NA,NA
"488",1920,"Washington","398,715","223,137","56.0","7","84,298","21.1","Â",NA,NA,NA,NA,NA,NA
"497",1920,"West Virginia","509,936","282,007","55.3","8","220,785","43.3","Â",NA,NA,NA,NA,NA,NA
"504",1920,"Wisconsin","701,281","498,576","71.1","13","113,422","16.2","Â",NA,NA,NA,NA,NA,NA
"5112",1920,"Wyoming","56,253","35,091","62.4","3","17,429","31.0","Â",NA,NA,NA,NA,NA,NA
"527",1920,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",1924,"Alabama","166,593","45,005","27.0","Â","112,966","67.8","12","8,084","4.9","Â",NA,NA,NA
"528",1924,"Arizona","73,961","30,516","41.3","3","26,235","35.5","Â","17,210","23.3","Â",NA,NA,NA
"625",1924,"Arkansas","138,540","40,583","29.3","Â","84,790","61.2","9","13,167","9.5","Â",NA,NA,NA
"725",1924,"California","1,281,778","733,250","57.2","13","105,514","8.2","Â","424,649","33.1","Â",NA,NA,NA
"825",1924,"Colorado","342,261","195,171","57.0","6","75,238","22.0","Â","69,945","20.4","Â",NA,NA,NA
"925",1924,"Connecticut","400,396","246,322","61.5","7","110,184","27.5","Â","42,416","10.6","Â",NA,NA,NA
"1025",1924,"Delaware","90,885","52,441","57.7","3","33,445","36.8","Â","4,979","5.5","Â",NA,NA,NA
"1125",1924,"Florida","109,158","30,633","28.1","Â","62,083","56.9","6","8,625","7.9","Â",NA,NA,NA
